fullname,html,id,likes,replies,retweets,text,timestamp,url,user,action
Janelle BB,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What are You Doing to Make this World a Better Place? Here is a fun project to do this year. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://fb.me/1HPMk3CK5"" dir=""ltr"" href=""https://t.co/5aNy9Xwq62"" rel=""nofollow noopener"" target=""_blank"" title=""http://fb.me/1HPMk3CK5""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/1HPMk3CK5</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",8.27E+17,0,0,0,What are You Doing to Make this World a Better Place? Here is a fun project to do this year. #3thingsforCanada http://fb.me/1HPMk3CK5 ,2017-02-02T17:32:15,/JanelleBB/status/827208018840416256,JanelleBB,n
Nolan E. Hill,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>: working w <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""505100982"" dir=""ltr"" href=""/ComingOutYYC""><s>@</s><b>ComingOutYYC</b></a>, acknowledging the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Treaty7?src=hash""><s>#</s><b>Treaty7</b></a> land I work/live on, and serving on the board of <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""80121240"" dir=""ltr"" href=""/Handsome_Alice""><s>@</s><b>Handsome_Alice</b></a></p>",8.27E+17,2,0,0,"My #3ThingsforCanada: working w @ComingOutYYC, acknowledging the #Treaty7 land I work/live on, and serving on the board of @Handsome_Alice",2017-02-02T16:12:32,/nolanev/status/827187960202137600,nolanev,y
Anila (Umar)Lee Yuen,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">What are your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> ? Here are mine! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/YYCNewcomers/status/826146297602207745"" dir=""ltr"" href=""https://t.co/i9zCM9LdGF"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/YYCNewcomers/status/826146297602207745""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/YYCNewcomers/s</span><span class=""invisible"">tatus/826146297602207745</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.27E+17,1,0,0,What are your #3thingsforcanada ? Here are mine! #Canada150https://twitter.com/YYCNewcomers/status/826146297602207745 …,2017-02-02T05:58:27,/anilainyyc/status/827033421671067648,anilainyyc,n
sam hester,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My 1st of <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a>: local stories celebrating inclusion, diversity, tolerance. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CityHallSchool?src=hash""><s>#</s><b>CityHallSchool</b></a> was supposed to start this off, but:<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yDqraNYUuL"">pic.twitter.com/yDqraNYUuL</a></p>",8.27E+17,8,0,1,"My 1st of #3ThingsForCanada: local stories celebrating inclusion, diversity, tolerance. #CityHallSchool was supposed to start this off, but:pic.twitter.com/yDqraNYUuL",2017-02-02T05:53:10,/calgaryhester/status/827032091569184769,calgaryhester,y
sam hester,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Trying that again, WITH the picture: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""809424682940121088"" dir=""ltr"" href=""/3ThingsCanada""><s>@</s><b>3ThingsCanada</b></a> A few suggestions from <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cityhallschool?src=hash""><s>#</s><b>cityhallschool</b></a> today, about what our <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> could be! <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/kFVnUfsbsW"">pic.twitter.com/kFVnUfsbsW</a></p>",8.27E+17,6,0,5,"Trying that again, WITH the picture: @3ThingsCanada A few suggestions from #cityhallschool today, about what our #3ThingsForCanada could be! pic.twitter.com/kFVnUfsbsW",2017-02-02T05:08:40,/calgaryhester/status/827020892249022464,calgaryhester,n
sam hester,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""809424682940121088"" dir=""ltr"" href=""/3ThingsCanada""><s>@</s><b>3ThingsCanada</b></a> A few suggestions from <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/cityhallschool?src=hash""><s>#</s><b>cityhallschool</b></a> today, about what our <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> could be!</p>",8.27E+17,0,1,0,"@3ThingsCanada A few suggestions from #cityhallschool today, about what our #3ThingsForCanada could be!",2017-02-02T04:49:12,/calgaryhester/status/827015990475001856,calgaryhester,n
Devika Shah,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> is brilliant. Rampant political poker games mean the battle must return to the ground via human connection. Thx <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a></p>",8.27E+17,1,0,0,#3thingsforcanada is brilliant. Rampant political poker games mean the battle must return to the ground via human connection. Thx @nenshi,2017-02-02T04:03:54,/devikashah/status/827004590486933504,devikashah,n
Trina,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Can you say sesquicentennial? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ay8aaHjghQ"">pic.twitter.com/ay8aaHjghQ</a></p>",8.27E+17,1,0,0,Can you say sesquicentennial? #3thingsforcanada #Canada150pic.twitter.com/ay8aaHjghQ,2017-02-02T01:44:56,/TrinaMb/status/826969622435934209,TrinaMb,n
Al-nur Pradhan,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a>   Organ donor and proud <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/FR8lubO5Ib"">pic.twitter.com/FR8lubO5Ib</a></p>",8.27E+17,2,0,0,#3thingsforcanada   Organ donor and proud pic.twitter.com/FR8lubO5Ib,2017-02-02T01:39:32,/alnurp/status/826968262957076481,alnurp,y
Marilyn Field,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">3 Things for Canada - 1 - just donated plasma at Cdn Blood Serv. <a class=""twitter-timeline-link"" data-expanded-url=""https://blood.ca/en/blood/about-plasma"" dir=""ltr"" href=""https://t.co/xN0c4SoDbh"" rel=""nofollow noopener"" target=""_blank"" title=""https://blood.ca/en/blood/about-plasma""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">blood.ca/en/blood/about</span><span class=""invisible"">-plasma</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/giveblood?src=hash""><s>#</s><b>giveblood</b></a></p>",8.27E+17,1,0,0,3 Things for Canada - 1 - just donated plasma at Cdn Blood Serv. https://blood.ca/en/blood/about-plasma … #3ThingsforCanada #giveblood,2017-02-02T00:56:51,/mffield/status/826957520111443968,mffield,y
Calglen Soccer,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">To all of our volunteer coaches, manages, bench parents and carpoolers, we say THANK YOU. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""364394298"" dir=""ltr"" href=""/3ThingsYYC""><s>@</s><b>3ThingsYYC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1969162040"" dir=""ltr"" href=""/cmsasoccer""><s>@</s><b>cmsasoccer</b></a></p>",8.27E+17,5,1,2,"To all of our volunteer coaches, manages, bench parents and carpoolers, we say THANK YOU. #3thingsforcanada @3ThingsYYC @cmsasoccer",2017-02-02T00:45:18,/calglensoccer/status/826954611810406400,calglensoccer,n
Chris Huestis,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hard to list just three, but volunteering for <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""318420941"" dir=""ltr"" href=""/PrideatWorkCAN""><s>@</s><b>PrideatWorkCAN</b></a>, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""29209374"" dir=""ltr"" href=""/MSSocietyCanada""><s>@</s><b>MSSocietyCanada</b></a>, and working for <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""124579154"" dir=""ltr"" href=""/Ed_Matters""><s>@</s><b>Ed_Matters</b></a> are my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>!</p>",8.27E+17,7,0,1,"Hard to list just three, but volunteering for @PrideatWorkCAN, @MSSocietyCanada, and working for @Ed_Matters are my #3ThingsforCanada!",2017-02-01T18:08:47,/mrchrishuestis/status/826854826705162240,mrchrishuestis,n
Alliance 150,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Building a country where we all belong - our <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>: <a class=""twitter-timeline-link"" data-expanded-url=""http://eepurl.com/cz43K9"" dir=""ltr"" href=""https://t.co/1VEDQDKLB4"" rel=""nofollow noopener"" target=""_blank"" title=""http://eepurl.com/cz43K9""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">eepurl.com/cz43K9</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/mlWiHVAeK1"">pic.twitter.com/mlWiHVAeK1</a></p>",8.27E+17,13,0,15,Building a country where we all belong - our #3ThingsforCanada: http://eepurl.com/cz43K9  #Canada150pic.twitter.com/mlWiHVAeK1,2017-02-01T14:30:05,/Alliance150/status/826799787676610560,Alliance150,n
Victoria Levesque,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Helping prepare welcome letters written by middle school students for citizenship ceremony <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""809424682940121088"" dir=""ltr"" href=""/3ThingsCanada""><s>@</s><b>3ThingsCanada</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/SR32YKHRkS"">pic.twitter.com/SR32YKHRkS</a></p>",8.27E+17,7,0,1,Helping prepare welcome letters written by middle school students for citizenship ceremony #Canada150 #3thingsforcanada @3ThingsCanadapic.twitter.com/SR32YKHRkS,2017-02-01T06:02:16,/theradcyclist/status/826671991746760705,theradcyclist,y
SaucedbySally,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">For <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a>, imagine if every Canadian did <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a>, their community, & the world. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ItsDifferentInCanada?src=hash""><s>#</s><b>ItsDifferentInCanada</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.youtube.com/watch?v=FVOBtEKzfaQ&t=6s"" dir=""ltr"" href=""https://t.co/f3JcfZEhNK"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.youtube.com/watch?v=FVOBtEKzfaQ&t=6s""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">youtube.com/watch?v=FVOBtE</span><span class=""invisible"">KzfaQ&t=6s</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.27E+17,0,0,0,"For #Canada150, imagine if every Canadian did #3ThingsForCanada, their community, & the world. #ItsDifferentInCanadahttps://www.youtube.com/watch?v=FVOBtEKzfaQ&t=6s …",2017-01-31T21:08:03,/SaucedbySally/status/826537554040090625,SaucedbySally,n
SWSJ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Calgarians show up to honour the victims of the Quebec City mosque shooting. Glad to see many CSWSJ there to support <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/TQkQ7q58e8"">pic.twitter.com/TQkQ7q58e8</a></p>",8.27E+17,5,0,0,Calgarians show up to honour the victims of the Quebec City mosque shooting. Glad to see many CSWSJ there to support #3thingsforcanada pic.twitter.com/TQkQ7q58e8,2017-01-31T19:06:38,/CalgarySWSJ/status/826506997776330757,CalgarySWSJ,n
Strategic Group,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Thank you for sharing your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a>! We hope you enjoy Turandot!</p>",8.48E+17,0,0,0,Thank you for sharing your #3thingsforcanada! We hope you enjoy Turandot!,2017-03-30T17:45:44,/StrategicGrp/status/847505135429312512,StrategicGrp,n
